sample100	sample101	sample102	sample103	sample104	sample105	sample106	sample107	sample108	sample109	sample110	sample111	sample112	sample116	sample117	sample118	sample119	sample120	sample122	sample123	sample124	sample125	sample126	sample127	sample128	sample129	sample131	sample41	sample44	sample45	sample48	sample49	sample51	sample52	sample53	sample54	sample62	sample64	sample66	sample68	sample71	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80	sample82	sample83	sample86	sample87	sample88	sample90	sample91	sample93	sample95	sample96	sample97
ENSG00000005073	-2.468400244	-2.227987267	-2.470270569	-2.475032037	-2.469944913	-2.466339117	-2.462341709	-2.471723163	-2.470191592	-2.47215932	-2.465580607	-2.458690501	-2.466350365	-2.473691753	-2.468665715	-2.473602655	-2.468406089	-2.470928477	-2.471921709	-2.470518533	-2.473216199	-2.471737639	-2.477063285	-2.180729575	-2.465696358	-1.790354365	-2.465694176	-2.468956009	-2.231510765	-2.476076355	-2.47974796	-1.772247243	-2.4687172	-2.234416608	-2.470861806	-2.464721599	-2.472109234	-2.476012196	-2.467115244	-2.474293413	-2.466015511	-2.463962555	-2.47147935	-2.45387819	-2.468335774	-2.470700223	-2.46994458	-2.014397647	-2.469237303	-2.231260474	-2.471326964	-2.473524423	-2.473292616	-2.470310278	-2.469297886	-2.469885289	-2.471634252	-2.468599636	-2.469711013	-2.466859297
ENSG00000005075	6.138950965	6.52237566	6.286839787	6.830649377	6.509947915	6.723122414	6.362538495	6.516454719	6.775327959	6.769288597	6.403420039	6.637930528	6.873287533	6.315138699	6.518621812	6.506078871	6.682342547	6.722553233	6.45485821	6.588968623	6.598033828	6.330143634	6.15775488	5.804508676	6.838705737	6.302626981	6.724356225	6.357805819	6.399146032	6.414366864	6.541263589	6.726829799	6.808287914	6.482318777	6.545458584	6.748111722	6.62567725	6.309304813	6.595511464	7.021640657	6.745248849	6.930993055	6.587420522	6.750016733	6.793624044	6.41397979	6.728270316	6.364745993	6.77158826	6.667488358	6.497061495	6.866968493	6.442527441	6.3648257	6.332847178	6.922537608	6.333557336	6.784397949	6.928635959	6.704784715
ENSG00000005100	7.843558699	7.846723444	7.673946823	7.911664648	7.720922004	7.917063254	7.848278782	7.639584656	7.799540579	7.79481357	7.796831219	7.635743153	7.872921093	7.901765795	7.885317074	7.858111849	7.784784391	7.859219376	7.958914737	7.45214721	7.667357218	7.764462026	7.787140569	7.942338363	7.713954175	7.627569475	7.759647743	7.714352008	7.768374085	7.925684846	7.835813431	7.762791631	7.832370521	7.723659808	7.674106146	7.749081196	7.814006272	7.998179631	8.06878499	7.822503572	7.65518955	7.666620314	7.985653006	7.79593579	7.654932827	7.729418985	7.803479203	7.747061356	7.667469881	7.546661793	7.702941838	7.598831638	7.747138188	7.677740913	7.486721094	7.73301073	7.536698334	7.850695568	7.573616289	7.734631057
ENSG00000005102	1.05071666	0.986965465	0.850844575	0.961518124	1.569735	0.896699134	0.481615588	1.296453195	1.322120526	0.417413734	0.697389173	0.505914144	0.690187686	1.263883945	1.205533972	0.408071044	0.671082652	0.843272523	1.002902185	0.847987542	1.507200758	1.00537462	1.078991679	0.729262113	0.459520202	1.471571969	0.459534514	0.866057105	0.620421932	0.601134831	0.743926941	1.50550354	0.668206531	0.401452469	0.648480025	0.465920459	0.82974817	0.392507539	0.887558514	0.403605497	0.900524139	0.712618654	0.421821447	1.264011637	0.442261567	0.649960507	0.656896191	0.989752239	1.039248053	0.406259499	1.010900906	0.624206833	0.410076502	1.024643917	0.662848389	0.432172475	1.297935071	0.870201071	0.433305791	0.890567769
ENSG00000005108	8.524966882	8.5510774	7.782539034	8.588879937	8.3939989	8.203870081	8.625850827	8.390114255	8.487633927	8.791463521	8.36499069	8.401622753	7.706044196	8.614774044	8.745488333	8.42487338	8.426088414	8.523355971	8.085995498	8.649674001	8.519841462	8.31894268	8.050583873	7.962712658	8.520527183	8.353754477	8.149226594	8.531422429	8.686387144	8.418985261	8.295068431	7.996065077	8.545706669	8.204339807	8.225508478	7.689148111	8.39153268	8.588527503	8.409306332	8.339663554	8.256410566	8.420457516	8.053843669	7.920391934	8.418895276	8.316200738	8.355633012	8.798027239	8.370669296	8.210208221	8.947678569	8.424839228	8.976298049	8.611514468	8.375084875	8.380253195	8.350689589	8.05157074	8.376761127	8.491154698
ENSG00000005156	8.222547831	8.162180549	8.313572363	8.547362136	8.486094954	8.10082061	8.422649282	8.388727763	8.451116934	8.170070626	8.287658762	8.043695867	8.236147648	8.272561581	8.462799144	8.179488231	8.331425435	8.413419842	8.36988663	8.226094591	8.276374669	8.314573115	8.368382484	8.525579024	8.303114758	8.272998282	8.310954455	8.332685806	8.367255315	8.300212053	8.520233432	8.473667724	8.30997884	8.2561144	8.501932125	8.491809383	8.452894059	8.242222032	8.759523866	8.407617276	8.392248097	8.434651032	8.307552251	8.642559139	8.513804509	8.459569935	8.245931109	8.222957132	8.284701711	8.337793094	8.384507856	8.175442824	8.468719318	8.268214964	8.344286208	8.385413103	8.324463965	8.507377871	8.468030505	8.505673512
ENSG00000005175	7.608286646	7.82073777	7.770833638	7.751175099	7.482852706	7.738166954	7.944846623	8.083561319	7.778365725	7.574471223	8.0832423	7.535387604	7.770930993	7.805117955	7.752424122	7.877118862	7.566351737	8.072267983	7.958674268	7.469562381	7.601087387	7.556224917	8.148473768	8.183439668	7.630594724	7.662430562	8.030958747	7.94859003	7.566540911	7.703322732	7.882403532	8.219528487	7.597285838	7.798028847	7.999613043	7.95416768	7.816794593	7.613050748	8.149020178	7.638091214	7.36070367	7.566453017	7.98183604	7.576536573	7.684303785	7.546544671	7.743121209	7.656270459	7.531607737	7.768991462	7.878178006	7.819166355	7.835379405	7.951213739	8.23493312	8.014495236	7.871730914	8.015900737	7.851146821	7.484815637
ENSG00000005187	9.881970064	9.872961511	9.935139796	9.998460596	9.925941412	9.955001272	10.03369236	9.73140568	10.03422785	10.18035088	9.833231116	10.29150372	9.944892301	10.32041499	10.10361999	9.914781111	9.577120028	10.29758962	9.713450496	9.956221687	10.0401531	10.01097827	9.696144488	9.860134474	9.965106444	9.897405975	9.73458517	9.840414505	10.10455428	9.910571206	10.08942591	8.984979867	9.835348991	9.961276098	10.09287828	9.265939934	9.819077245	9.739083663	9.780592202	10.19919462	9.742218626	9.919956343	9.854391622	9.907706317	10.0876181	10.12874701	9.964876844	9.7222163	9.912975995	10.25157595	9.716490472	10.41795145	10.22901123	9.983390684	10.09556868	9.948757152	9.597697066	9.837042616	10.01802614	9.838008521
ENSG00000005189	5.458076533	5.709973576	5.019240223	4.811937016	5.925606158	5.617016857	5.240140939	5.373217194	5.2779224	5.527170483	5.166894602	5.432478214	5.638215287	5.217445606	5.560420324	5.537550206	5.169481386	5.060723158	5.248357765	4.727014267	5.391204709	5.326724934	5.801226463	5.620037472	5.524488167	5.027351892	5.226373154	5.291500328	5.544993441	5.721248437	5.602484872	5.843681278	5.537311755	5.660348295	5.529580907	5.508381449	4.994194193	5.693479233	4.981595037	5.174283215	6.149793945	5.081347777	5.643590281	5.077092738	5.284812603	5.154782243	5.430591968	5.560203292	5.736376261	5.634862488	5.363097056	5.121443477	5.323270468	5.248244484	5.901777938	5.659524586	5.638483042	5.276320012	5.391813915	5.53236708
ENSG00000005194	7.334386974	7.430027173	6.956241003	7.413113913	7.429501285	7.447950711	7.294450391	7.374252725	7.656312984	7.557596064	7.229073887	7.18690466	7.544152204	7.426637731	7.311245344	7.374391622	7.03668485	7.401533373	7.337047286	7.11502006	7.393160415	7.4380377	7.355293117	7.477588467	7.165443484	7.23629937	7.4089246	7.659560728	7.212179423	7.529579609	7.518925527	7.50377357	7.441547259	7.592681348	7.676551231	7.378152619	7.419590353	7.563440125	7.76620893	7.479344837	7.16294547	7.27843548	7.57097234	7.904746574	7.350385493	7.450818172	7.386268436	7.420589685	7.312215686	7.498395204	7.247422173	7.560089905	7.344567976	7.25458614	7.476079523	7.356417585	7.243753687	7.667071084	7.443683102	7.442764578
ENSG00000005206	7.45712737	6.959924209	7.013804054	8.027591692	7.359445695	7.596499422	7.574742041	7.143442664	7.635720491	7.441810048	7.011332808	7.292916612	7.505500127	6.831127575	7.332204931	7.521753115	7.6842639	7.273803991	7.192852365	7.352125293	7.573689821	7.536095872	6.748203707	6.052161969	7.709540992	7.230722838	7.812904031	7.140060522	6.672035603	7.480361136	6.791284199	6.986533126	7.934316706	7.224512905	7.059244371	7.84405725	7.512875172	7.271921663	7.407009253	7.235718235	7.681555827	7.573621948	7.638922582	7.660876862	7.619327344	7.44174572	7.994161262	7.014263908	7.409189552	6.934496469	7.273247411	6.921905379	6.722863371	7.198749209	6.467723561	7.348797318	7.048974154	7.492122719	6.981032153	7.429375607
ENSG00000005238	6.556376523	6.859993209	7.22580696	6.861285519	6.59175359	6.81961867	6.661569712	6.562746641	6.561935026	6.537745052	6.209870426	6.661084274	6.311396501	6.234225168	6.476277467	6.447506033	6.356294236	6.458971432	6.354734961	6.539989509	6.312103048	6.541511508	6.564208456	6.898725782	6.255530662	6.390681234	7.137434431	6.063365997	6.288388412	6.570427311	6.535097462	7.107924253	6.385917251	6.753850232	6.204682427	7.262100219	6.246658483	6.554572335	6.541741934	6.673802594	6.650908168	6.363193992	6.778008	6.759824316	6.358671048	6.705679215	6.432930538	6.667571021	6.820476387	6.550280451	6.565792046	6.775092625	6.125740159	6.71907664	6.284827758	6.470825477	6.683109402	6.40297393	6.021549992	6.323862142
ENSG00000005243	7.142425324	7.260700452	7.160086254	7.237022755	7.185688921	7.290766176	6.959334889	7.066355574	7.184278168	7.243812701	7.036962041	6.886314119	7.019169135	7.589358003	7.390639114	7.109544576	6.891447996	6.991800134	6.916865521	7.356309984	7.287064661	7.406949767	7.16292542	6.907122265	7.313848323	7.35487663	7.173567751	7.025900228	7.2384987	7.105045165	7.327456967	7.277071037	7.192031921	7.468173998	7.110562807	6.841028914	7.16018018	6.980751775	6.834788768	7.145732703	6.613695624	7.292813081	7.051992156	7.074439595	7.270089611	7.093693697	7.314057971	7.224647707	7.389037297	7.079584644	7.22056646	7.394293099	7.402278284	7.122047537	7.039206986	7.01908301	7.076821753	6.894445784	7.193788238	7.24251647
ENSG00000005249	6.34043051	6.257991307	6.53489786	6.2307063	6.192368047	6.271075211	6.36605677	6.375428956	6.155350353	5.919303373	6.904687465	6.783392416	6.0406458	6.33236522	6.370212562	6.37943056	6.785185831	6.228478211	6.380206093	6.526387956	6.041462929	6.67790049	6.884099309	6.612020822	6.150376718	6.641840405	6.548214251	6.422277492	6.193605778	6.350118221	6.089775544	6.228836877	6.289431626	5.824008888	6.493418767	6.371605582	6.001814997	6.186912115	5.839775306	6.090910665	6.311786977	5.684835476	6.112741878	6.015023378	6.2607853	6.52016382	5.956932014	6.60184027	6.127295175	6.17017262	6.411614594	6.303720546	6.109818576	6.468604983	6.469403667	6.366169871	6.355157817	6.068976114	6.396449479	6.222975228
ENSG00000005302	7.792370079	7.594231212	7.697014351	7.642611695	7.678014472	7.885756884	7.273168018	7.631735943	7.648758256	7.274232891	7.696154264	7.289021482	7.697200338	7.679118062	7.575090896	7.63105295	7.584162203	7.858214789	7.771422239	7.693367516	7.534649575	7.379199302	7.883082758	8.199156892	7.594973015	7.587819856	7.884805215	7.570789688	7.638356999	7.697956368	7.692256572	7.993580154	7.673830227	7.709139586	7.701136799	8.024736068	7.56704109	7.768636444	7.719748212	7.549264169	7.720512151	7.411168169	7.708637713	7.40094602	7.450552372	7.475382235	7.6677305	7.746345271	7.495444929	7.797432326	7.604319463	7.729434146	7.641615183	7.607571638	7.799029591	7.754558322	7.807762441	7.553822796	7.601099951	7.502094597
ENSG00000005339	10.35827308	10.29087652	10.29120338	10.48025782	10.51374512	10.36302181	10.37501345	10.39820014	10.36325777	10.3694237	10.31355408	10.5580601	10.43050069	10.29115726	10.49904017	10.23654356	10.50837828	10.35660832	10.36554028	10.41170751	10.38006458	10.5184199	10.25834901	10.49135002	10.34519959	10.56743152	10.52530259	10.41678116	10.47712096	10.32981465	10.31991175	10.45793048	10.47500851	10.41030606	10.04567648	10.58005927	10.44942276	10.47981688	10.18620621	10.38753562	10.65276761	10.5029488	10.26940058	10.39322633	10.62910032	10.29236216	10.46240483	10.29966288	10.54548457	10.37067267	10.41806471	10.05999364	10.44770195	10.44943444	9.975153087	10.19468186	10.45255918	10.47845418	10.13254634	10.5313426
ENSG00000005379	7.034855144	7.164787393	7.071007787	7.568000926	7.401107775	7.277522625	7.231967516	7.135271767	7.310862978	7.406162908	6.921465899	7.369709594	7.34345843	6.907971129	7.377053357	7.079190178	7.598400686	7.408569006	7.091999866	7.218842114	7.435433817	7.283306597	6.748223767	6.805731851	7.269654087	7.385819046	7.728695526	6.697115631	7.143613196	7.143260157	7.246484668	7.069868912	7.766918267	7.093767604	6.870619322	7.41642623	7.687262047	7.087833641	7.163704389	7.151645001	7.841926084	7.415333854	7.246893499	7.467998278	7.75254984	7.451070307	7.975508194	7.058984626	7.819982742	7.22297046	7.271733399	7.095964442	7.249157417	7.357652957	6.486780854	7.10781585	7.221653913	7.47840281	7.260538625	7.558281978
ENSG00000005381	2.328117589	2.227804265	2.287856726	1.370216027	2.061236762	1.670364229	2.343571143	1.591029711	1.430851762	2.247812733	2.146695771	1.580744666	1.265211447	3.48132249	2.697763139	1.388020135	1.453504059	1.76444351	1.409061017	1.426722616	1.392847071	2.02698213	2.417600472	1.733139917	1.680012641	1.23796282	1.851246187	1.238035095	1.558982758	2.664889685	1.623845096	2.461575661	1.800728794	1.84516193	2.643852737	2.023239128	1.745269424	2.167751228	2.461959425	1.182915449	1.999198491	1.706259267	2.151921159	2.063034536	2.092380735	1.424430288	2.061243167	1.396749332	2.07488342	1.187136029	1.903123083	2.21921487	1.39189213	2.389854575	1.442167822	1.928827245	1.897676214	1.951971702	1.436931465	3.162156162
ENSG00000005421	12.30661377	12.13010464	12.28958283	12.1624449	12.5797916	12.65844445	12.4575941	12.63327136	12.55412457	12.53658314	12.79119435	12.93946067	12.78077846	12.86977765	12.45728471	11.85102874	12.02794826	12.91319955	12.83157659	12.77328732	12.34371825	12.26782537	12.21976978	12.15163143	12.88374709	11.99682975	12.66073118	12.82344287	12.47634954	12.31921232	12.75953775	12.38489262	11.84577489	12.25506552	12.41171519	12.14695182	12.36837178	12.31011961	12.31874776	12.62615627	12.38527636	12.83829863	12.44388006	12.49974997	12.19191122	12.83816114	12.43405957	12.04556813	12.60524962	12.80518859	12.53257363	12.77389504	13.03663855	12.45666081	12.95611676	12.82659064	12.51831852	12.20508209	12.83470602	12.52518025
ENSG00000005436	9.359344268	9.311567019	9.05104809	9.225756023	9.110649247	9.206842002	8.982096534	9.307962975	9.214482829	9.615298814	9.194914622	9.547925008	9.521032848	9.47759226	9.224680687	9.284066309	9.226453456	9.353040466	9.095684332	9.177738447	9.022849809	9.186878445	8.836828371	9.012240181	9.010388767	9.168612779	8.907193088	9.33609413	9.5076897	9.077358446	9.512994556	8.921660379	9.312348785	9.425756049	9.060862759	8.529957515	9.35107649	9.380418794	9.197057276	9.494167814	9.256736966	9.296070579	9.055335966	8.957109181	9.343117854	9.316892367	8.929844133	9.3098181	9.278217094	9.508519013	9.349787597	9.419257885	9.619496826	9.368686249	9.2279963	9.179698329	8.862623084	9.140109345	9.285568382	9.329878857
ENSG00000005448	4.448330176	4.439305361	5.021604444	4.42314682	4.91777332	4.642866796	4.769932466	4.919862843	4.715474822	4.338590555	4.99656564	4.5418267	4.90556272	4.294839481	4.864650519	4.742924255	4.839847922	4.122472918	4.627168224	4.869342975	4.395127047	4.304535984	4.809106879	5.34596845	4.620100479	4.887330225	5.171695131	4.477049062	4.7325748	4.916683163	4.431139449	5.326265697	4.986698876	4.772025084	4.729442809	4.775319907	4.93570195	4.943374776	4.699654147	4.444611307	4.882065911	5.284948047	4.710479666	4.921966753	4.700060916	5.061010924	4.887434251	4.445407256	4.169383385	4.042166377	4.491794263	4.386214451	4.392915474	4.812910268	4.22283508	4.206263251	4.864563257	5.408570361	4.694551413	4.540158138
ENSG00000005469	9.760686254	9.472331891	9.106581758	9.451055595	9.786804726	9.637356226	9.727447232	10.44245927	9.806195797	10.04368801	9.51908568	9.30565637	9.358057484	9.912699546	9.34573369	9.720706195	9.332842091	9.972743813	9.386719676	9.719254322	9.776952407	9.207179362	9.525179115	9.415513368	9.509704055	9.405618497	9.432682681	9.753485558	9.688681749	9.578648336	10.18182194	9.358968135	9.501213254	9.588832881	10.04650593	9.614317088	10.13599633	9.407130299	10.04079558	9.535379139	10.06134624	9.334032305	9.537051537	9.621144879	9.262827264	9.561353794	9.573635232	9.335779376	9.632344463	10.17205637	9.722470793	10.13629598	9.697413424	9.461112281	9.829910598	10.00813932	9.530279636	10.91381095	9.792747412	9.757270123
ENSG00000005471	11.89123805	12.55137992	11.62483345	11.85354745	12.16183134	12.12219564	11.89278435	13.04931146	12.45603744	12.63880985	11.7424882	11.3726259	11.44891492	12.7138579	11.94722899	12.01647887	11.11520404	11.64045821	11.58193735	11.64279415	12.29413075	11.51245274	11.74672587	11.73626291	12.11140386	12.0042043	12.17195197	11.77129838	11.64428821	12.12681703	12.43037371	12.2287365	11.78531098	11.79586801	12.32312438	12.34264849	12.33228016	12.24177625	11.36729313	11.70917615	12.16885953	11.55690313	11.78419159	11.92183663	11.55542681	11.35738197	11.66898261	12.0469906	12.19766311	12.9812239	12.02036317	11.83659871	11.55281046	12.04987971	12.23390143	11.96113826	12.05388543	13.08295334	11.94736012	12.19943019
ENSG00000005483	10.138006	10.15245571	10.74681108	10.20040183	10.20847475	10.09695399	10.27469763	10.04284165	10.17416339	10.24417335	10.22851289	10.34808133	10.23280956	10.23178235	10.23010432	10.1026321	10.34293898	9.953005078	10.22852347	10.24385775	10.24905868	10.26300324	10.50812905	10.48983595	10.17067595	10.25864185	10.26473201	10.14029648	10.22705992	9.906430321	10.10192146	10.20945609	10.15665823	10.35080941	9.952037315	10.0993311	10.11370434	10.12439162	10.13534917	10.09903664	10.08259361	10.24741895	10.32227411	10.27115654	10.20518032	10.21483657	10.15762459	10.1884808	10.30811762	10.0956771	10.27251101	10.14935329	10.30988839	10.4653818	10.49845485	9.997315572	10.33154259	10.10646378	10.02681776	10.34331827
ENSG00000005486	7.558392065	7.468841842	6.946569188	7.755716347	7.544513685	7.71653491	7.506307226	7.466247427	7.69345883	7.495898404	7.548021062	7.243961253	7.654469114	7.112171738	7.43252154	7.751693566	7.716403469	7.711041379	7.578149725	7.616396159	7.645873232	7.537367357	7.702243095	6.933095606	7.331831374	7.691561223	7.80376876	7.396363434	7.327110914	7.910885934	7.056982543	7.666013193	7.658543704	7.526022081	7.572918441	8.086745666	7.636523132	7.595998184	7.480376143	7.333108929	7.987172938	7.918506247	7.530103633	8.308230384	7.255186822	7.22640629	7.610133391	7.569765095	7.591506516	7.546329181	7.513454075	7.54356535	6.857321314	7.474248446	7.16003189	7.465062562	7.463592743	7.630401993	7.618296558	7.442895672
ENSG00000005801	7.685872918	7.791443448	7.493802698	7.772822243	7.824377093	7.785954658	7.634870741	7.985979204	7.905379186	7.743255723	7.850537388	7.887680063	7.889130074	7.863196594	7.89693621	8.117332074	7.864290353	7.862327495	7.633932164	7.717524544	7.783582663	7.885512229	7.282195036	8.066453628	7.808994858	7.632775458	7.621164588	7.940172046	8.042559841	7.895830562	8.169160315	7.861135567	7.775092766	7.722618902	8.064999248	7.643019475	7.933609969	8.065841882	8.04881367	7.72065263	8.005536279	7.745560795	7.723864764	7.9666819	7.773198529	7.878974022	7.874541225	7.886214635	7.651268244	7.725640512	7.719381362	7.678089513	7.759040617	7.773814668	7.823434418	7.566580527	7.850898445	7.978669037	8.017541335	8.07066685
ENSG00000005810	11.20924643	10.99163268	11.36781642	11.08528714	11.06814863	11.08396393	10.94261235	11.01947648	11.07943453	11.11034153	11.4827825	11.29497025	10.80918173	11.17633628	11.070792	11.17043522	11.18484797	11.15710527	10.97849945	11.19752994	10.89212217	11.14216528	11.49381143	11.55882608	11.14328202	11.17254702	10.91131467	11.17327128	11.30970515	11.13598179	11.18843327	11.07525904	11.1172286	11.0881826	11.16801959	10.86798907	10.95722971	11.26850158	11.33664514	11.08678059	10.98242404	11.27411933	11.04124687	11.15181588	11.19024562	11.36702342	10.96136624	11.18856418	11.00468386	11.09747906	11.10354573	11.24048527	10.93312388	11.07674091	11.03945522	11.03808142	11.16878097	10.96237836	11.19292998	11.18767031
ENSG00000005812	9.359919893	9.313056426	9.410114591	9.391796033	9.121692006	9.468004483	9.258042629	9.383932174	9.458648992	9.306628349	9.802170983	9.474148919	9.612678072	9.260644786	9.382808957	8.988105726	9.579054318	9.453466472	9.661535411	9.353847602	9.452933104	9.485101929	9.725803642	9.986213561	9.550517535	9.306897812	9.299662469	9.458144864	9.338790937	9.273694133	9.448879939	9.457659691	9.399283823	9.205377685	9.677309078	9.334924556	9.398990806	9.382494342	9.414427383	9.442671858	9.105815546	9.275998657	9.411990873	9.348950854	9.389483427	9.216389583	9.179632801	9.377374709	9.28842582	9.418950117	9.785393607	9.604547638	9.37276245	9.374004348	9.583621076	9.393722103	9.672768034	9.285583624	9.819518004	9.447472966
ENSG00000005844	7.994448397	7.710495412	7.67413062	7.515264086	7.962741558	7.278535153	7.729609749	7.23406177	7.313363604	7.488999785	7.231665465	7.413935921	7.229719696	7.500473191	7.664212298	7.723915724	7.125503526	7.675644267	7.566200042	7.760604895	7.855199446	7.351637818	7.245708053	7.450594861	7.20201582	7.537612469	8.005729929	7.415421891	7.547373885	7.701345511	7.713111153	7.739854131	7.753546354	7.360971643	7.387731066	8.028762053	7.451780775	7.777756216	7.054215811	7.30225217	8.006819271	7.314236194	7.391215217	7.187638553	7.610890366	7.40563993	7.889995247	7.452607407	7.606625818	7.56889217	7.517582596	7.303708871	7.608286328	7.667770912	6.883801184	7.516986896	7.421828672	7.067240904	6.808151433	7.629442522
ENSG00000005882	7.809760762	7.901177285	7.812721883	7.807670544	7.990829441	7.89284504	7.93933929	7.767420989	7.820164856	7.665146649	7.81530483	8.051214682	8.077211365	7.686500137	7.863953366	7.801801027	8.113009044	7.817918272	7.760631988	7.974819154	8.029587551	8.180288768	7.685552682	7.199240287	7.988826846	8.093150829	8.203479619	7.844231465	7.876834245	8.118002661	7.743347868	7.75462903	8.117285581	8.029835783	7.641660411	7.649116304	8.349332062	7.905214389	7.52529254	8.241461722	7.884256981	8.138905086	7.70330618	7.847662293	8.186919765	8.149116708	7.800185889	7.717820391	8.268997101	8.156740647	7.934408909	7.639049159	8.145479067	7.998282436	7.570406631	7.556322464	7.742029071	8.166469525	7.77405363	7.98389801
ENSG00000005884	6.482742372	5.472621942	6.065070444	6.01241576	6.144759709	5.39773611	5.37947914	5.051128744	5.901433724	4.904406866	6.107976692	5.504811426	5.529536096	5.921966203	5.59414521	5.95319322	6.820596541	5.7576677	5.488925387	5.753141547	5.89393371	5.676282275	6.724008168	5.767434741	5.062436145	6.611292384	6.409262924	5.469122153	5.075539244	5.871828358	5.4582574	5.884968286	6.089605684	6.169597396	5.011748109	6.2589754	5.626253101	5.928161755	5.710109941	4.91040838	5.659775926	5.503946575	6.484737971	5.747214092	5.560009307	6.268731824	6.246916495	6.157832517	5.88372585	4.854304993	5.212015792	5.758551934	5.423605945	6.258486751	5.551278711	5.597467802	5.931474277	5.239083179	5.079725827	5.167792669
ENSG00000005889	9.949142855	10.50835446	9.707328698	9.856449766	10.44115635	9.885160326	10.60644966	10.5174402	10.5726309	10.65115808	10.4784561	10.33118714	10.53915683	10.18670042	10.5204941	10.21036526	10.18673313	10.7050328	10.54518476	10.22901585	9.880710563	10.17846753	10.37528481	10.43027251	10.44432177	10.09593928	10.48014027	10.47580189	10.59927307	10.08198305	10.57383941	10.37880306	10.18648447	9.896276406	10.48074719	10.50529943	10.29835985	10.27800373	9.976025562	10.65978948	10.28843611	10.25944026	10.1138196	9.421516213	10.15419848	9.739595796	9.994892358	10.32869475	9.921183897	10.59263117	10.57978991	9.919822624	10.59753076	10.40151456	10.78648826	10.55591037	10.49839519	10.23846414	10.69339938	10.36582199
ENSG00000005893	11.41893556	11.67146286	11.40059629	11.27745464	11.32879716	11.72687412	11.63881251	11.44411473	11.6067527	11.49831659	11.68479094	11.40932752	11.43335796	11.60398653	11.51850292	11.38610043	11.15613139	11.80527706	11.85591332	11.36534826	11.60767498	11.45198153	11.78746832	11.66229633	11.47122651	11.32158221	11.48170031	11.69083275	11.3492009	11.50850283	11.35811646	11.64709871	11.30103444	11.33672956	11.71519197	11.56952357	11.31275383	11.2316274	11.23373531	11.450954	10.97740507	11.44982368	11.67914193	11.21536693	11.21111062	11.02092961	11.20772912	11.49105789	11.63217497	11.50043788	11.37344356	11.52065861	11.45813792	11.52312369	11.93082575	11.8609405	11.42173227	11.35777418	11.6118235	11.34006737
ENSG00000005955	9.470768882	9.532461854	9.808922103	9.567992343	9.614329176	9.464714443	9.538204282	9.787027368	9.692625334	9.409901013	9.627461287	9.663398508	9.737601996	9.552925963	9.51217792	9.598678795	9.641136131	9.555006125	9.660670082	9.509246714	9.452548741	9.769741038	9.838924815	9.981525605	9.457663098	9.670834687	9.613902528	9.638304408	9.752191518	9.575121821	9.751019428	9.626083432	9.488439827	9.564772113	9.740278218	9.722944398	9.700092912	9.611721083	9.708454471	9.713017389	9.594320038	9.658505469	9.583597496	9.805568228	9.653455082	9.847140211	9.545300144	9.526319184	9.58604331	9.602520991	9.656490368	9.637823829	9.642245173	9.609655597	9.850252031	9.59431746	9.739020941	9.679740713	9.573638448	9.77046468
ENSG00000005961	1.771960886	2.589982332	2.830694696	2.453205224	2.456072628	2.138314203	2.840995895	2.419037039	1.74714593	2.17302724	2.151817732	2.279060568	1.800664836	2.144989821	2.483045301	2.751315962	2.957364299	3.04036609	2.041300723	2.328999098	1.870886233	2.180790525	2.503368611	2.212945157	3.026593616	2.683676701	3.178311358	2.683836503	1.85974761	2.612025144	2.151438632	2.397004563	3.097768323	2.248788072	2.322208324	2.783146085	2.297674258	2.331593663	2.267465066	2.134052713	3.018336091	2.32854262	2.424085118	2.190603742	2.372609892	2.325402643	2.562613383	2.159366799	2.08746664	2.26315137	2.313033934	1.866149553	2.386753148	2.448421009	1.931790335	2.457323453	2.623012473	1.769186965	1.925303299	2.521655518
ENSG00000005981	5.495454215	5.297254951	5.08979159	5.237405208	6.047606542	4.620066464	6.067013183	5.410536714	6.025151263	5.350860908	6.242245622	6.487186272	5.115561933	5.677095934	5.312450505	5.394635646	5.178514928	6.169856925	5.752145193	5.711614267	5.567795946	5.823507272	5.127243137	5.554432634	5.911815714	4.999932572	4.953078722	5.933352743	5.446649474	5.001109252	5.6525039	5.056619844	4.737983178	4.725378652	4.975876074	4.766249569	5.033422225	4.974855363	5.157197646	5.707060308	5.664953892	5.467295293	6.174975259	5.509838754	6.031278696	6.271476056	5.271630683	5.52003611	5.754439521	5.798867802	6.05459453	6.398089686	6.722443747	5.205574961	5.788229928	6.181323147	5.500066747	5.141831792	5.75657236	5.227765288
ENSG00000006007	8.078687314	7.985029007	7.894073583	7.938416829	7.918653171	8.152387339	8.013421828	7.93819854	8.130869911	8.126095774	8.171697793	7.739115855	7.825620872	8.159210777	8.002572534	8.136531839	7.865706895	8.219318228	8.291034582	7.988034567	8.113418338	8.013276735	8.138510719	7.80628832	7.75403237	7.826906213	7.916744492	8.163354867	7.926197467	8.133458744	8.093488585	8.052698892	7.948099575	7.99219726	7.996392832	7.92076853	7.734932511	8.197302543	7.876389287	7.963462174	7.920404779	8.091533442	8.279266436	7.647586728	8.043902008	8.010020008	7.841179262	7.992190115	7.7675159	8.168432206	7.857837127	8.058196874	8.008711416	7.780856216	8.055062662	8.411192925	7.788415585	8.051189055	8.125622807	7.87026652
